1,0,0.03658
2,0.00281,0.03638
3,0.00767,0.03483
4,0.01019,0.03127
5,0.0096,0.02566
6,0.00884,0.02136
7,0.00791,0.01692
8,0.00617,0.01102
9,0.00422,0.00557
10,0.00291,0.00229
11,0,0
